,label,yes_vote,no_vote,jfreechart-1.0.19,jEdit-4.2,apache-ant-1.7.0,sql12,jruby-1.4.0,apache-jmeter-2.10,argouml,hibernate-distribution-3.3.2.GA,emf-2.4.1,code_ensemble
5081,no,0,9,no,no,no,no,no,no,no,no,no,no
5082,no,0,9,no,no,no,no,no,no,no,no,no,no
5083,no,0,9,no,no,no,no,no,no,no,no,no,no
5084,no,0,9,no,no,no,no,no,no,no,no,no,no
5085,no,0,9,no,no,no,no,no,no,no,no,no,no
5086,no,0,9,no,no,no,no,no,no,no,no,no,no
5087,no,0,9,no,no,no,no,no,no,no,no,no,no
5088,no,0,9,no,no,no,no,no,no,no,no,no,no
5089,no,0,9,no,no,no,no,no,no,no,no,no,no
5090,no,0,9,no,no,no,no,no,no,no,no,no,no
5091,no,0,9,no,no,no,no,no,no,no,no,no,no
5092,no,0,9,no,no,no,no,no,no,no,no,no,no
5093,no,0,9,no,no,no,no,no,no,no,no,no,no
5094,no,0,9,no,no,no,no,no,no,no,no,no,no
5095,no,0,9,no,no,no,no,no,no,no,no,no,no
5096,no,0,9,no,no,no,no,no,no,no,no,no,no
5097,no,0,9,no,no,no,no,no,no,no,no,no,no
5098,no,0,9,no,no,no,no,no,no,no,no,no,no
5099,no,0,9,no,no,no,no,no,no,no,no,no,no
5100,no,0,9,no,no,no,no,no,no,no,no,no,no
5101,no,0,9,no,no,no,no,no,no,no,no,no,no
5102,no,0,9,no,no,no,no,no,no,no,no,no,no
5103,no,0,9,no,no,no,no,no,no,no,no,no,no
5104,no,0,9,no,no,no,no,no,no,no,no,no,no
5105,no,0,9,no,no,no,no,no,no,no,no,no,no
5106,no,0,9,no,no,no,no,no,no,no,no,no,no
5107,no,0,9,no,no,no,no,no,no,no,no,no,no
5108,no,0,9,no,no,no,no,no,no,no,no,no,no
5109,no,0,9,no,no,no,no,no,no,no,no,no,no
5110,no,0,9,no,no,no,no,no,no,no,no,no,no
5111,no,0,9,no,no,no,no,no,no,no,no,no,no
5112,no,0,9,no,no,no,no,no,no,no,no,no,no
5113,no,1,8,no,yes,no,no,no,no,no,no,no,no
5114,no,0,9,no,no,no,no,no,no,no,no,no,no
5115,no,0,9,no,no,no,no,no,no,no,no,no,no
5116,no,0,9,no,no,no,no,no,no,no,no,no,no
5117,no,0,9,no,no,no,no,no,no,no,no,no,no
5118,no,0,9,no,no,no,no,no,no,no,no,no,no
5119,no,0,9,no,no,no,no,no,no,no,no,no,no
5120,no,0,9,no,no,no,no,no,no,no,no,no,no
5121,yes,5,4,no,no,yes,no,yes,yes,yes,yes,no,yes
5122,no,0,9,no,no,no,no,no,no,no,no,no,no
5123,no,0,9,no,no,no,no,no,no,no,no,no,no
5124,no,0,9,no,no,no,no,no,no,no,no,no,no
5125,no,0,9,no,no,no,no,no,no,no,no,no,no
5126,no,1,8,no,yes,no,no,no,no,no,no,no,no
5127,no,0,9,no,no,no,no,no,no,no,no,no,no
5128,no,0,9,no,no,no,no,no,no,no,no,no,no
5129,no,0,9,no,no,no,no,no,no,no,no,no,no
5130,no,0,9,no,no,no,no,no,no,no,no,no,no
5131,no,0,9,no,no,no,no,no,no,no,no,no,no
5132,no,0,9,no,no,no,no,no,no,no,no,no,no
5133,no,0,9,no,no,no,no,no,no,no,no,no,no
5134,no,0,9,no,no,no,no,no,no,no,no,no,no
5135,no,0,9,no,no,no,no,no,no,no,no,no,no
5136,no,0,9,no,no,no,no,no,no,no,no,no,no
5137,no,0,9,no,no,no,no,no,no,no,no,no,no
5138,no,0,9,no,no,no,no,no,no,no,no,no,no
5139,no,0,9,no,no,no,no,no,no,no,no,no,no
5140,no,0,9,no,no,no,no,no,no,no,no,no,no
5141,no,0,9,no,no,no,no,no,no,no,no,no,no
5142,no,0,9,no,no,no,no,no,no,no,no,no,no
5143,no,0,9,no,no,no,no,no,no,no,no,no,no
5144,no,0,9,no,no,no,no,no,no,no,no,no,no
5145,no,0,9,no,no,no,no,no,no,no,no,no,no
5146,no,0,9,no,no,no,no,no,no,no,no,no,no
5147,no,0,9,no,no,no,no,no,no,no,no,no,no
5148,no,0,9,no,no,no,no,no,no,no,no,no,no
5149,no,0,9,no,no,no,no,no,no,no,no,no,no
5150,no,0,9,no,no,no,no,no,no,no,no,no,no
5151,no,0,9,no,no,no,no,no,no,no,no,no,no
5152,no,0,9,no,no,no,no,no,no,no,no,no,no
5153,no,0,9,no,no,no,no,no,no,no,no,no,no
5154,no,0,9,no,no,no,no,no,no,no,no,no,no
5155,no,0,9,no,no,no,no,no,no,no,no,no,no
5156,no,0,9,no,no,no,no,no,no,no,no,no,no
5157,no,0,9,no,no,no,no,no,no,no,no,no,no
5158,no,0,9,no,no,no,no,no,no,no,no,no,no
5159,no,0,9,no,no,no,no,no,no,no,no,no,no
5160,no,0,9,no,no,no,no,no,no,no,no,no,no
5161,no,0,9,no,no,no,no,no,no,no,no,no,no
5162,no,0,9,no,no,no,no,no,no,no,no,no,no
5163,no,0,9,no,no,no,no,no,no,no,no,no,no
5164,no,0,9,no,no,no,no,no,no,no,no,no,no
5165,no,0,9,no,no,no,no,no,no,no,no,no,no
5166,no,0,9,no,no,no,no,no,no,no,no,no,no
5167,no,0,9,no,no,no,no,no,no,no,no,no,no
5168,no,0,9,no,no,no,no,no,no,no,no,no,no
5169,no,0,9,no,no,no,no,no,no,no,no,no,no
5170,no,0,9,no,no,no,no,no,no,no,no,no,no
5171,no,0,9,no,no,no,no,no,no,no,no,no,no
5172,no,0,9,no,no,no,no,no,no,no,no,no,no
5173,no,0,9,no,no,no,no,no,no,no,no,no,no
5174,no,0,9,no,no,no,no,no,no,no,no,no,no
5175,no,0,9,no,no,no,no,no,no,no,no,no,no
5176,no,0,9,no,no,no,no,no,no,no,no,no,no
5177,no,0,9,no,no,no,no,no,no,no,no,no,no
5178,no,0,9,no,no,no,no,no,no,no,no,no,no
5179,no,0,9,no,no,no,no,no,no,no,no,no,no
5180,no,0,9,no,no,no,no,no,no,no,no,no,no
5181,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5182,no,0,9,no,no,no,no,no,no,no,no,no,no
5183,no,0,9,no,no,no,no,no,no,no,no,no,no
5184,no,0,9,no,no,no,no,no,no,no,no,no,no
5185,no,0,9,no,no,no,no,no,no,no,no,no,no
5186,no,0,9,no,no,no,no,no,no,no,no,no,no
5187,no,0,9,no,no,no,no,no,no,no,no,no,no
5188,no,0,9,no,no,no,no,no,no,no,no,no,no
5189,no,0,9,no,no,no,no,no,no,no,no,no,no
5190,no,0,9,no,no,no,no,no,no,no,no,no,no
5191,no,0,9,no,no,no,no,no,no,no,no,no,no
5192,no,0,9,no,no,no,no,no,no,no,no,no,no
5193,no,0,9,no,no,no,no,no,no,no,no,no,no
5194,no,0,9,no,no,no,no,no,no,no,no,no,no
5195,no,0,9,no,no,no,no,no,no,no,no,no,no
5196,no,0,9,no,no,no,no,no,no,no,no,no,no
5197,no,0,9,no,no,no,no,no,no,no,no,no,no
5198,no,0,9,no,no,no,no,no,no,no,no,no,no
5199,no,0,9,no,no,no,no,no,no,no,no,no,no
5200,no,0,9,no,no,no,no,no,no,no,no,no,no
5201,no,0,9,no,no,no,no,no,no,no,no,no,no
5202,no,0,9,no,no,no,no,no,no,no,no,no,no
5203,no,0,9,no,no,no,no,no,no,no,no,no,no
5204,no,0,9,no,no,no,no,no,no,no,no,no,no
5205,no,0,9,no,no,no,no,no,no,no,no,no,no
5206,no,0,9,no,no,no,no,no,no,no,no,no,no
5207,no,0,9,no,no,no,no,no,no,no,no,no,no
5208,no,0,9,no,no,no,no,no,no,no,no,no,no
5209,no,1,8,no,no,no,no,no,no,no,yes,no,no
5210,no,0,9,no,no,no,no,no,no,no,no,no,no
5211,no,0,9,no,no,no,no,no,no,no,no,no,no
5212,no,0,9,no,no,no,no,no,no,no,no,no,no
5213,no,0,9,no,no,no,no,no,no,no,no,no,no
5214,no,0,9,no,no,no,no,no,no,no,no,no,no
5215,no,0,9,no,no,no,no,no,no,no,no,no,no
5216,no,0,9,no,no,no,no,no,no,no,no,no,no
5217,no,0,9,no,no,no,no,no,no,no,no,no,no
5218,no,0,9,no,no,no,no,no,no,no,no,no,no
5219,no,0,9,no,no,no,no,no,no,no,no,no,no
5220,no,0,9,no,no,no,no,no,no,no,no,no,no
5221,no,0,9,no,no,no,no,no,no,no,no,no,no
5222,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5223,no,0,9,no,no,no,no,no,no,no,no,no,no
5224,no,0,9,no,no,no,no,no,no,no,no,no,no
5225,no,0,9,no,no,no,no,no,no,no,no,no,no
5226,no,0,9,no,no,no,no,no,no,no,no,no,no
5227,no,0,9,no,no,no,no,no,no,no,no,no,no
5228,no,0,9,no,no,no,no,no,no,no,no,no,no
5229,no,0,9,no,no,no,no,no,no,no,no,no,no
5230,no,0,9,no,no,no,no,no,no,no,no,no,no
5231,no,0,9,no,no,no,no,no,no,no,no,no,no
5232,no,0,9,no,no,no,no,no,no,no,no,no,no
5233,no,0,9,no,no,no,no,no,no,no,no,no,no
5234,no,0,9,no,no,no,no,no,no,no,no,no,no
5235,no,0,9,no,no,no,no,no,no,no,no,no,no
5236,no,0,9,no,no,no,no,no,no,no,no,no,no
5237,no,1,8,no,no,no,no,no,no,no,yes,no,no
5238,no,0,9,no,no,no,no,no,no,no,no,no,no
5239,no,0,9,no,no,no,no,no,no,no,no,no,no
5240,no,2,7,yes,no,no,no,no,no,no,no,yes,no
5241,no,0,9,no,no,no,no,no,no,no,no,no,no
5242,no,0,9,no,no,no,no,no,no,no,no,no,no
5243,no,0,9,no,no,no,no,no,no,no,no,no,no
5244,no,0,9,no,no,no,no,no,no,no,no,no,no
5245,no,0,9,no,no,no,no,no,no,no,no,no,no
5246,no,0,9,no,no,no,no,no,no,no,no,no,no
5247,no,0,9,no,no,no,no,no,no,no,no,no,no
5248,no,0,9,no,no,no,no,no,no,no,no,no,no
5249,no,0,9,no,no,no,no,no,no,no,no,no,no
5250,no,0,9,no,no,no,no,no,no,no,no,no,no
5251,no,0,9,no,no,no,no,no,no,no,no,no,no
5252,no,0,9,no,no,no,no,no,no,no,no,no,no
5253,no,0,9,no,no,no,no,no,no,no,no,no,no
5254,no,0,9,no,no,no,no,no,no,no,no,no,no
5255,no,0,9,no,no,no,no,no,no,no,no,no,no
5256,no,0,9,no,no,no,no,no,no,no,no,no,no
5257,no,0,9,no,no,no,no,no,no,no,no,no,no
5258,no,0,9,no,no,no,no,no,no,no,no,no,no
5259,no,0,9,no,no,no,no,no,no,no,no,no,no
5260,no,0,9,no,no,no,no,no,no,no,no,no,no
5261,no,0,9,no,no,no,no,no,no,no,no,no,no
5262,no,0,9,no,no,no,no,no,no,no,no,no,no
5263,no,0,9,no,no,no,no,no,no,no,no,no,no
5264,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5265,no,0,9,no,no,no,no,no,no,no,no,no,no
5266,no,0,9,no,no,no,no,no,no,no,no,no,no
5267,no,0,9,no,no,no,no,no,no,no,no,no,no
5268,no,1,8,no,no,yes,no,no,no,no,no,no,no
5269,no,0,9,no,no,no,no,no,no,no,no,no,no
5270,no,0,9,no,no,no,no,no,no,no,no,no,no
5271,no,0,9,no,no,no,no,no,no,no,no,no,no
5272,no,0,9,no,no,no,no,no,no,no,no,no,no
5273,no,0,9,no,no,no,no,no,no,no,no,no,no
5274,no,0,9,no,no,no,no,no,no,no,no,no,no
5275,no,0,9,no,no,no,no,no,no,no,no,no,no
5276,no,0,9,no,no,no,no,no,no,no,no,no,no
5277,no,0,9,no,no,no,no,no,no,no,no,no,no
5278,no,0,9,no,no,no,no,no,no,no,no,no,no
5279,no,1,8,no,yes,no,no,no,no,no,no,no,no
5280,no,0,9,no,no,no,no,no,no,no,no,no,no
5281,no,0,9,no,no,no,no,no,no,no,no,no,no
5282,no,0,9,no,no,no,no,no,no,no,no,no,no
5283,no,0,9,no,no,no,no,no,no,no,no,no,no
5284,no,0,9,no,no,no,no,no,no,no,no,no,no
5285,no,0,9,no,no,no,no,no,no,no,no,no,no
5286,no,0,9,no,no,no,no,no,no,no,no,no,no
5287,no,0,9,no,no,no,no,no,no,no,no,no,no
5288,no,0,9,no,no,no,no,no,no,no,no,no,no
5289,no,0,9,no,no,no,no,no,no,no,no,no,no
5290,no,0,9,no,no,no,no,no,no,no,no,no,no
5291,no,0,9,no,no,no,no,no,no,no,no,no,no
5292,no,0,9,no,no,no,no,no,no,no,no,no,no
5293,no,0,9,no,no,no,no,no,no,no,no,no,no
5294,no,4,5,yes,yes,yes,no,yes,no,no,no,no,no
5295,no,0,9,no,no,no,no,no,no,no,no,no,no
5296,no,0,9,no,no,no,no,no,no,no,no,no,no
5297,no,0,9,no,no,no,no,no,no,no,no,no,no
5298,no,0,9,no,no,no,no,no,no,no,no,no,no
5299,no,0,9,no,no,no,no,no,no,no,no,no,no
5300,no,0,9,no,no,no,no,no,no,no,no,no,no
5301,no,0,9,no,no,no,no,no,no,no,no,no,no
5302,no,0,9,no,no,no,no,no,no,no,no,no,no
5303,no,1,8,no,yes,no,no,no,no,no,no,no,no
5304,no,0,9,no,no,no,no,no,no,no,no,no,no
5305,no,0,9,no,no,no,no,no,no,no,no,no,no
5306,no,0,9,no,no,no,no,no,no,no,no,no,no
5307,no,0,9,no,no,no,no,no,no,no,no,no,no
5308,no,0,9,no,no,no,no,no,no,no,no,no,no
5309,no,0,9,no,no,no,no,no,no,no,no,no,no
5310,no,0,9,no,no,no,no,no,no,no,no,no,no
5311,no,0,9,no,no,no,no,no,no,no,no,no,no
5312,no,1,8,no,no,no,no,no,no,no,yes,no,no
5313,no,0,9,no,no,no,no,no,no,no,no,no,no
5314,no,0,9,no,no,no,no,no,no,no,no,no,no
5315,no,0,9,no,no,no,no,no,no,no,no,no,no
5316,no,0,9,no,no,no,no,no,no,no,no,no,no
5317,no,0,9,no,no,no,no,no,no,no,no,no,no
5318,no,0,9,no,no,no,no,no,no,no,no,no,no
5319,no,0,9,no,no,no,no,no,no,no,no,no,no
5320,no,0,9,no,no,no,no,no,no,no,no,no,no
5321,no,0,9,no,no,no,no,no,no,no,no,no,no
5322,no,0,9,no,no,no,no,no,no,no,no,no,no
5323,no,1,8,yes,no,no,no,no,no,no,no,no,no
5324,no,0,9,no,no,no,no,no,no,no,no,no,no
5325,no,0,9,no,no,no,no,no,no,no,no,no,no
5326,no,0,9,no,no,no,no,no,no,no,no,no,no
5327,no,0,9,no,no,no,no,no,no,no,no,no,no
5328,no,0,9,no,no,no,no,no,no,no,no,no,no
5329,no,0,9,no,no,no,no,no,no,no,no,no,no
5330,no,0,9,no,no,no,no,no,no,no,no,no,no
5331,no,0,9,no,no,no,no,no,no,no,no,no,no
5332,no,0,9,no,no,no,no,no,no,no,no,no,no
5333,no,0,9,no,no,no,no,no,no,no,no,no,no
5334,no,1,8,no,yes,no,no,no,no,no,no,no,no
5335,yes,0,9,no,no,no,no,no,no,no,no,no,no
5336,no,0,9,no,no,no,no,no,no,no,no,no,no
5337,no,0,9,no,no,no,no,no,no,no,no,no,no
5338,no,1,8,no,no,no,no,no,yes,no,no,no,no
5339,no,0,9,no,no,no,no,no,no,no,no,no,no
5340,no,0,9,no,no,no,no,no,no,no,no,no,no
5341,no,0,9,no,no,no,no,no,no,no,no,no,no
5342,no,0,9,no,no,no,no,no,no,no,no,no,no
5343,no,0,9,no,no,no,no,no,no,no,no,no,no
5344,no,0,9,no,no,no,no,no,no,no,no,no,no
5345,no,0,9,no,no,no,no,no,no,no,no,no,no
5346,no,0,9,no,no,no,no,no,no,no,no,no,no
5347,no,0,9,no,no,no,no,no,no,no,no,no,no
5348,no,0,9,no,no,no,no,no,no,no,no,no,no
5349,no,1,8,no,no,yes,no,no,no,no,no,no,no
5350,no,0,9,no,no,no,no,no,no,no,no,no,no
5351,no,0,9,no,no,no,no,no,no,no,no,no,no
5352,no,0,9,no,no,no,no,no,no,no,no,no,no
5353,no,0,9,no,no,no,no,no,no,no,no,no,no
5354,no,0,9,no,no,no,no,no,no,no,no,no,no
5355,no,0,9,no,no,no,no,no,no,no,no,no,no
5356,no,0,9,no,no,no,no,no,no,no,no,no,no
5357,no,0,9,no,no,no,no,no,no,no,no,no,no
5358,no,0,9,no,no,no,no,no,no,no,no,no,no
5359,no,1,8,no,no,no,yes,no,no,no,no,no,no
5360,no,0,9,no,no,no,no,no,no,no,no,no,no
5361,no,0,9,no,no,no,no,no,no,no,no,no,no
5362,no,0,9,no,no,no,no,no,no,no,no,no,no
5363,no,1,8,no,no,no,no,no,no,no,yes,no,no
5364,no,0,9,no,no,no,no,no,no,no,no,no,no
5365,no,1,8,no,yes,no,no,no,no,no,no,no,no
5366,no,0,9,no,no,no,no,no,no,no,no,no,no
5367,no,0,9,no,no,no,no,no,no,no,no,no,no
5368,no,0,9,no,no,no,no,no,no,no,no,no,no
5369,no,0,9,no,no,no,no,no,no,no,no,no,no
5370,no,0,9,no,no,no,no,no,no,no,no,no,no
5371,no,0,9,no,no,no,no,no,no,no,no,no,no
5372,no,0,9,no,no,no,no,no,no,no,no,no,no
5373,no,0,9,no,no,no,no,no,no,no,no,no,no
5374,no,0,9,no,no,no,no,no,no,no,no,no,no
5375,no,0,9,no,no,no,no,no,no,no,no,no,no
5376,no,0,9,no,no,no,no,no,no,no,no,no,no
5377,no,0,9,no,no,no,no,no,no,no,no,no,no
5378,no,0,9,no,no,no,no,no,no,no,no,no,no
5379,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5380,no,0,9,no,no,no,no,no,no,no,no,no,no
5381,no,0,9,no,no,no,no,no,no,no,no,no,no
5382,no,0,9,no,no,no,no,no,no,no,no,no,no
5383,no,0,9,no,no,no,no,no,no,no,no,no,no
5384,no,0,9,no,no,no,no,no,no,no,no,no,no
5385,no,0,9,no,no,no,no,no,no,no,no,no,no
5386,no,0,9,no,no,no,no,no,no,no,no,no,no
5387,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5388,no,0,9,no,no,no,no,no,no,no,no,no,no
5389,no,1,8,no,yes,no,no,no,no,no,no,no,no
5390,no,0,9,no,no,no,no,no,no,no,no,no,no
5391,no,1,8,no,yes,no,no,no,no,no,no,no,no
5392,no,0,9,no,no,no,no,no,no,no,no,no,no
5393,no,0,9,no,no,no,no,no,no,no,no,no,no
5394,no,0,9,no,no,no,no,no,no,no,no,no,no
5395,no,0,9,no,no,no,no,no,no,no,no,no,no
5396,no,0,9,no,no,no,no,no,no,no,no,no,no
5397,no,0,9,no,no,no,no,no,no,no,no,no,no
5398,no,0,9,no,no,no,no,no,no,no,no,no,no
5399,no,0,9,no,no,no,no,no,no,no,no,no,no
5400,yes,7,2,yes,no,yes,yes,yes,yes,no,yes,yes,yes
5401,no,0,9,no,no,no,no,no,no,no,no,no,no
5402,no,0,9,no,no,no,no,no,no,no,no,no,no
5403,no,0,9,no,no,no,no,no,no,no,no,no,no
5404,yes,7,2,no,yes,yes,yes,yes,yes,yes,no,yes,yes
5405,no,0,9,no,no,no,no,no,no,no,no,no,no
5406,no,1,8,no,no,no,no,no,no,yes,no,no,no
5407,no,0,9,no,no,no,no,no,no,no,no,no,no
5408,no,0,9,no,no,no,no,no,no,no,no,no,no
5409,no,0,9,no,no,no,no,no,no,no,no,no,no
5410,no,0,9,no,no,no,no,no,no,no,no,no,no
5411,no,0,9,no,no,no,no,no,no,no,no,no,no
5412,no,0,9,no,no,no,no,no,no,no,no,no,no
5413,no,0,9,no,no,no,no,no,no,no,no,no,no
5414,no,0,9,no,no,no,no,no,no,no,no,no,no
5415,no,0,9,no,no,no,no,no,no,no,no,no,no
5416,no,0,9,no,no,no,no,no,no,no,no,no,no
5417,no,0,9,no,no,no,no,no,no,no,no,no,no
5418,no,0,9,no,no,no,no,no,no,no,no,no,no
5419,no,0,9,no,no,no,no,no,no,no,no,no,no
5420,no,0,9,no,no,no,no,no,no,no,no,no,no
5421,yes,6,3,yes,no,yes,no,yes,yes,yes,yes,no,yes
5422,no,0,9,no,no,no,no,no,no,no,no,no,no
5423,no,0,9,no,no,no,no,no,no,no,no,no,no
5424,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5425,no,0,9,no,no,no,no,no,no,no,no,no,no
5426,no,0,9,no,no,no,no,no,no,no,no,no,no
5427,no,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5428,no,0,9,no,no,no,no,no,no,no,no,no,no
5429,no,0,9,no,no,no,no,no,no,no,no,no,no
5430,no,0,9,no,no,no,no,no,no,no,no,no,no
5431,no,0,9,no,no,no,no,no,no,no,no,no,no
5432,no,0,9,no,no,no,no,no,no,no,no,no,no
5433,no,0,9,no,no,no,no,no,no,no,no,no,no
5434,yes,6,3,yes,no,yes,no,yes,yes,yes,yes,no,yes
5435,no,0,9,no,no,no,no,no,no,no,no,no,no
5436,no,0,9,no,no,no,no,no,no,no,no,no,no
5437,no,0,9,no,no,no,no,no,no,no,no,no,no
5438,no,0,9,no,no,no,no,no,no,no,no,no,no
5439,no,0,9,no,no,no,no,no,no,no,no,no,no
5440,no,0,9,no,no,no,no,no,no,no,no,no,no
5441,no,0,9,no,no,no,no,no,no,no,no,no,no
5442,no,0,9,no,no,no,no,no,no,no,no,no,no
5443,no,0,9,no,no,no,no,no,no,no,no,no,no
5444,no,0,9,no,no,no,no,no,no,no,no,no,no
5445,no,1,8,no,yes,no,no,no,no,no,no,no,no
5446,no,0,9,no,no,no,no,no,no,no,no,no,no
5447,no,0,9,no,no,no,no,no,no,no,no,no,no
5448,no,0,9,no,no,no,no,no,no,no,no,no,no
5449,yes,8,1,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
5450,no,0,9,no,no,no,no,no,no,no,no,no,no
5451,no,0,9,no,no,no,no,no,no,no,no,no,no
5452,no,0,9,no,no,no,no,no,no,no,no,no,no
5453,no,0,9,no,no,no,no,no,no,no,no,no,no
5454,no,0,9,no,no,no,no,no,no,no,no,no,no
5455,no,0,9,no,no,no,no,no,no,no,no,no,no
5456,no,1,8,no,yes,no,no,no,no,no,no,no,no
5457,no,0,9,no,no,no,no,no,no,no,no,no,no
5458,no,0,9,no,no,no,no,no,no,no,no,no,no
5459,no,0,9,no,no,no,no,no,no,no,no,no,no
5460,no,0,9,no,no,no,no,no,no,no,no,no,no
5461,no,0,9,no,no,no,no,no,no,no,no,no,no
5462,no,0,9,no,no,no,no,no,no,no,no,no,no
5463,no,3,6,no,yes,no,no,no,yes,no,no,yes,no
5464,no,0,9,no,no,no,no,no,no,no,no,no,no
5465,no,0,9,no,no,no,no,no,no,no,no,no,no
5466,no,0,9,no,no,no,no,no,no,no,no,no,no
5467,no,0,9,no,no,no,no,no,no,no,no,no,no
5468,no,0,9,no,no,no,no,no,no,no,no,no,no
5469,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
5470,no,0,9,no,no,no,no,no,no,no,no,no,no
5471,no,0,9,no,no,no,no,no,no,no,no,no,no
5472,no,0,9,no,no,no,no,no,no,no,no,no,no
5473,no,0,9,no,no,no,no,no,no,no,no,no,no
5474,no,0,9,no,no,no,no,no,no,no,no,no,no
5475,no,1,8,no,yes,no,no,no,no,no,no,no,no
5476,no,0,9,no,no,no,no,no,no,no,no,no,no
5477,no,0,9,no,no,no,no,no,no,no,no,no,no
5478,no,0,9,no,no,no,no,no,no,no,no,no,no
5479,no,0,9,no,no,no,no,no,no,no,no,no,no
5480,no,0,9,no,no,no,no,no,no,no,no,no,no
5481,no,0,9,no,no,no,no,no,no,no,no,no,no
5482,no,0,9,no,no,no,no,no,no,no,no,no,no
5483,no,0,9,no,no,no,no,no,no,no,no,no,no
5484,no,1,8,no,yes,no,no,no,no,no,no,no,no
5485,no,0,9,no,no,no,no,no,no,no,no,no,no
5486,no,0,9,no,no,no,no,no,no,no,no,no,no
5487,no,0,9,no,no,no,no,no,no,no,no,no,no
5488,no,0,9,no,no,no,no,no,no,no,no,no,no
5489,no,0,9,no,no,no,no,no,no,no,no,no,no
5490,no,0,9,no,no,no,no,no,no,no,no,no,no
5491,no,0,9,no,no,no,no,no,no,no,no,no,no
5492,no,0,9,no,no,no,no,no,no,no,no,no,no
5493,no,0,9,no,no,no,no,no,no,no,no,no,no
5494,no,0,9,no,no,no,no,no,no,no,no,no,no
5495,no,0,9,no,no,no,no,no,no,no,no,no,no
5496,no,0,9,no,no,no,no,no,no,no,no,no,no
5497,no,0,9,no,no,no,no,no,no,no,no,no,no
5498,no,0,9,no,no,no,no,no,no,no,no,no,no
5499,no,0,9,no,no,no,no,no,no,no,no,no,no
5500,no,0,9,no,no,no,no,no,no,no,no,no,no
5501,no,1,8,no,yes,no,no,no,no,no,no,no,no
5502,no,0,9,no,no,no,no,no,no,no,no,no,no
5503,no,1,8,no,no,no,no,no,no,no,no,yes,no
5504,no,0,9,no,no,no,no,no,no,no,no,no,no
5505,no,0,9,no,no,no,no,no,no,no,no,no,no
5506,no,0,9,no,no,no,no,no,no,no,no,no,no
5507,no,1,8,no,no,no,no,no,no,no,yes,no,no
5508,no,0,9,no,no,no,no,no,no,no,no,no,no
5509,no,0,9,no,no,no,no,no,no,no,no,no,no
5510,no,0,9,no,no,no,no,no,no,no,no,no,no
5511,no,0,9,no,no,no,no,no,no,no,no,no,no
5512,no,0,9,no,no,no,no,no,no,no,no,no,no
5513,no,0,9,no,no,no,no,no,no,no,no,no,no
5514,no,0,9,no,no,no,no,no,no,no,no,no,no
5515,no,0,9,no,no,no,no,no,no,no,no,no,no
5516,no,1,8,no,yes,no,no,no,no,no,no,no,no
5517,no,0,9,no,no,no,no,no,no,no,no,no,no
5518,no,0,9,no,no,no,no,no,no,no,no,no,no
5519,no,0,9,no,no,no,no,no,no,no,no,no,no
5520,no,0,9,no,no,no,no,no,no,no,no,no,no
5521,no,0,9,no,no,no,no,no,no,no,no,no,no
5522,no,0,9,no,no,no,no,no,no,no,no,no,no
5523,no,0,9,no,no,no,no,no,no,no,no,no,no
5524,no,0,9,no,no,no,no,no,no,no,no,no,no
5525,no,0,9,no,no,no,no,no,no,no,no,no,no
5526,no,1,8,no,yes,no,no,no,no,no,no,no,no
5527,no,0,9,no,no,no,no,no,no,no,no,no,no
5528,no,0,9,no,no,no,no,no,no,no,no,no,no
5529,no,0,9,no,no,no,no,no,no,no,no,no,no
5530,no,0,9,no,no,no,no,no,no,no,no,no,no
5531,no,0,9,no,no,no,no,no,no,no,no,no,no
5532,no,0,9,no,no,no,no,no,no,no,no,no,no
5533,no,0,9,no,no,no,no,no,no,no,no,no,no
5534,no,0,9,no,no,no,no,no,no,no,no,no,no
5535,no,0,9,no,no,no,no,no,no,no,no,no,no
5536,no,1,8,no,no,no,no,no,no,no,yes,no,no
5537,no,0,9,no,no,no,no,no,no,no,no,no,no
5538,no,0,9,no,no,no,no,no,no,no,no,no,no
5539,no,0,9,no,no,no,no,no,no,no,no,no,no
5540,no,0,9,no,no,no,no,no,no,no,no,no,no
5541,no,0,9,no,no,no,no,no,no,no,no,no,no
5542,no,0,9,no,no,no,no,no,no,no,no,no,no
5543,no,0,9,no,no,no,no,no,no,no,no,no,no
5544,no,0,9,no,no,no,no,no,no,no,no,no,no
5545,no,1,8,no,no,no,no,no,no,yes,no,no,no
5546,no,0,9,no,no,no,no,no,no,no,no,no,no
5547,no,0,9,no,no,no,no,no,no,no,no,no,no
5548,no,0,9,no,no,no,no,no,no,no,no,no,no
5549,no,0,9,no,no,no,no,no,no,no,no,no,no
5550,no,0,9,no,no,no,no,no,no,no,no,no,no
5551,no,0,9,no,no,no,no,no,no,no,no,no,no
5552,no,0,9,no,no,no,no,no,no,no,no,no,no
